Battery_Voltage_(Lead-acid)_(V),Motor_Temperature,Motor_RPM,Range_(km),Tyre_Pressure_(psi),Brake_Fluid_(%),Coolant_Level_(%),Lubricant_Level_(%),Maintenance_Needed_(Area)
12.88,84.21,2916,252,31.55,65,63,78,Motor and Tyres
12.47,78.12,3271,299,32.84,62,60,87,Motor and Tyres
12.82,82.78,3208,263,31.3,70,75,83,Tyres and Brake System
12.44,81.75,2834,292,34.18,66,67,87,Battery
12.7,78.18,3244,293,36.69,79,67,87,Brake System and Lubrication
12.14,83.14,3061,268,32.05,79,63,78,Tyres and Brake System
12.63,80.33,3277,297,30.14,76,61,78,Tyres and Brake System
12.1,80.99,3143,274,32.67,69,62,82,Tyres
12.54,78.79,3032,280,35.12,61,71,88,Brake System and Lubrication
12.75,75.43,3066,292,36.34,75,68,82,Brake System and Lubrication
12.77,80.22,3124,250,30.24,73,74,82,Tyres and Brake System
12.4,84.89,2975,290,30.27,62,70,78,Motor and Tyres
12.56,77.06,3056,274,34.42,71,72,84,Tyres and Lubrication
12.43,77.05,2939,267,31.8,79,60,81,Tyres
12.37,80.84,2822,255,32.15,65,67,84,Tyres and Brake System
12.7,78.46,2819,284,34.11,77,70,83,Brake System and Lubrication
12.21,77.02,3122,287,35.0,79,68,84,Tyres
12.58,84.84,2895,256,33.36,69,67,79,Battery
12.85,76.39,2837,272,32.44,64,64,90,Motor and Tyres
12.9,75.25,3257,277,36.61,74,64,89,No Maintenance Required
12.33,82.61,2933,299,33.42,63,69,88,Motor and Lubrication
12.77,80.53,3190,253,33.64,62,75,85,No Maintenance Required
12.67,84.14,3068,251,34.91,70,68,83,Tyres and Lubrication
12.65,82.43,2853,276,31.22,70,75,84,Motor and Lubrication
12.25,78.02,2965,280,30.49,66,72,86,Tyres and Brake System
12.62,78.29,2955,293,32.05,71,70,80,Tyres and Lubrication
12.2,84.89,3253,282,32.56,74,69,85,Tyres and Lubrication
12.11,81.82,2912,296,36.92,74,72,78,Brake System and Lubrication
12.84,83.67,3045,284,33.99,69,61,81,Motor and Lubrication
12.15,83.47,3134,291,34.06,80,66,89,Motor and Lubrication
12.11,77.41,2927,263,35.17,75,68,85,Tyres
12.87,76.76,3282,268,33.89,75,64,89,Brake System and Lubrication
12.15,78.75,2831,298,30.24,78,63,90,Tyres
12.16,79.06,2858,275,32.33,63,69,88,Motor and Tyres
12.78,79.63,3131,267,33.24,80,72,79,Brake System and Lubrication
12.28,79.34,3163,267,36.72,60,69,84,Battery
12.88,78.57,2961,299,31.72,76,64,88,Tyres and Brake System
12.22,83.9,2935,264,35.14,64,65,80,Battery
12.66,84.73,3196,270,32.48,64,64,87,Motor and Lubrication
12.73,81.55,2930,299,32.7,65,72,79,Tyres and Lubrication
12.75,76.42,3291,300,34.71,63,69,84,Tyres
12.85,78.82,3030,254,34.45,80,75,83,Tyres
12.37,81.96,3089,274,32.92,78,69,88,No Maintenance Required
12.54,77.73,3148,290,32.32,77,68,90,Motor and Tyres
12.85,84.16,2876,289,36.51,69,62,83,Brake System and Lubrication
12.68,77.86,3101,288,30.48,73,72,78,Brake System and Lubrication
12.32,80.45,3111,257,30.39,61,67,88,Tyres
12.6,76.5,3281,297,35.05,80,74,82,Motor and Tyres
12.67,84.91,2986,273,35.13,73,75,87,Motor and Lubrication
12.78,84.83,3278,280,34.39,67,72,78,Motor and Tyres
12.88,78.33,3149,253,36.96,76,68,87,Tyres
12.45,83.62,3143,264,35.99,72,71,86,Motor and Tyres
12.34,79.72,2947,283,32.65,63,69,90,Motor and Lubrication
12.52,77.89,3175,252,33.32,75,65,89,Tyres
12.88,84.42,2891,292,35.52,70,60,90,Brake System and Lubrication
12.88,80.58,2850,258,34.42,67,62,79,Brake System and Lubrication
12.34,83.39,2899,291,34.72,79,74,90,No Maintenance Required
12.16,82.89,3163,281,34.69,68,62,89,Tyres
12.15,84.38,2953,253,31.62,70,71,81,Tyres and Brake System
12.81,82.7,3116,281,30.48,60,74,79,Brake System and Lubrication
12.68,84.96,2801,300,33.66,72,73,78,Battery
12.11,76.51,3245,256,35.59,61,61,78,Tyres and Lubrication
12.11,77.39,2986,262,33.48,71,73,90,Tyres and Lubrication
12.13,76.05,3270,297,31.75,76,67,80,Motor and Lubrication
12.28,78.94,2800,265,31.99,61,74,86,Battery
12.8,78.75,2959,279,36.2,78,60,80,Motor and Tyres
12.6,79.49,3011,291,30.28,75,75,88,Brake System and Lubrication
12.14,81.99,2878,268,36.72,65,75,88,Brake System and Lubrication
12.59,80.1,3001,285,34.96,80,74,89,Tyres
12.81,83.83,2933,254,34.47,73,69,89,Brake System and Lubrication
12.5,77.81,2837,257,34.24,68,60,90,Battery
12.52,81.5,3173,274,33.31,60,74,84,Motor and Lubrication
12.46,80.96,3272,265,35.05,70,69,83,Motor and Lubrication
12.56,79.68,2820,260,31.67,75,73,82,Tyres
12.55,81.45,2951,268,36.1,77,67,83,Tyres and Lubrication
12.49,83.51,3209,296,32.59,66,74,82,No Maintenance Required
12.15,84.52,2974,254,30.78,63,60,81,Motor and Tyres
12.83,81.88,3045,256,35.65,75,63,87,No Maintenance Required
12.47,75.54,2816,264,31.31,78,71,90,Motor and Lubrication
12.88,84.58,3031,292,36.07,65,71,87,Battery
12.65,81.01,2855,277,36.15,60,60,90,No Maintenance Required
12.85,82.56,2960,280,35.6,63,68,82,Tyres and Brake System
12.29,81.94,3231,276,31.75,69,60,86,Motor and Tyres
12.68,75.94,3181,283,33.34,80,73,84,Motor and Tyres
12.35,77.21,3083,286,30.67,74,74,85,Tyres
12.71,78.9,3119,281,33.93,60,75,81,Motor and Lubrication
12.9,83.7,3190,252,34.06,68,63,89,Tyres and Lubrication
12.5,79.52,2829,284,31.62,63,60,82,Motor and Tyres
12.74,84.59,3046,299,32.56,80,69,86,Tyres and Lubrication
12.42,82.23,2854,295,31.85,70,65,80,Battery
12.49,78.08,3075,289,30.4,78,74,85,Tyres
12.79,81.53,3058,297,36.72,79,73,83,Motor and Lubrication
12.24,80.34,2837,255,33.8,68,63,79,Battery
12.52,80.88,3154,259,34.94,67,72,85,Tyres and Lubrication
12.28,76.82,3023,251,34.39,79,63,78,Brake System and Lubrication
12.67,79.16,2971,291,31.63,80,66,85,Motor and Lubrication
12.33,79.22,3019,268,33.49,66,72,90,Brake System and Lubrication
12.45,84.46,2909,270,31.11,76,67,86,No Maintenance Required
12.56,77.81,2996,251,35.9,63,63,81,No Maintenance Required
12.24,76.01,3035,264,32.55,62,61,79,Tyres and Brake System
12.64,82.71,3188,280,32.74,77,61,82,Tyres
12.79,82.49,2884,253,34.87,80,68,81,No Maintenance Required
12.17,78.42,2955,252,33.33,65,74,83,Brake System and Lubrication
12.26,81.42,3174,268,34.15,66,71,90,Tyres and Brake System
12.26,82.57,2921,254,34.96,75,70,85,Motor and Lubrication
12.22,82.45,2962,251,32.05,69,72,89,Tyres and Brake System
12.31,83.02,3021,298,32.26,76,70,81,Brake System and Lubrication
12.49,79.64,3210,283,30.75,79,64,82,No Maintenance Required
12.3,80.34,3114,283,33.21,61,65,85,Motor and Tyres
12.27,82.32,3292,277,34.33,64,74,82,Battery
12.69,75.4,3038,296,30.37,67,68,84,Motor and Lubrication
12.27,76.92,2955,254,32.05,69,74,84,No Maintenance Required
12.24,83.15,2930,264,35.22,79,68,79,Tyres and Lubrication
12.45,77.1,2812,257,31.26,67,66,90,Brake System and Lubrication
12.22,82.06,3293,253,34.3,66,68,88,Tyres and Lubrication
12.17,80.79,3294,274,30.93,80,61,81,Brake System and Lubrication
12.84,82.15,3268,277,35.52,68,72,86,Tyres and Lubrication
12.49,84.61,2993,277,32.94,68,64,83,No Maintenance Required
12.12,77.3,3269,266,32.36,68,70,79,Motor and Lubrication
12.38,76.5,2913,264,30.84,79,67,87,Battery
12.66,80.39,3076,284,30.36,76,64,82,No Maintenance Required
12.59,75.63,2885,271,35.41,63,67,79,Motor and Tyres
12.87,82.36,2944,296,35.45,75,66,87,Brake System and Lubrication
12.37,76.73,3041,272,30.74,62,64,81,Battery
12.43,76.75,3026,282,31.37,74,64,85,Tyres and Brake System
12.55,81.9,3218,266,30.85,68,61,78,Battery
12.5,81.54,3296,288,30.8,75,62,82,Tyres and Lubrication
12.42,76.45,3044,279,34.73,77,75,81,Brake System and Lubrication
12.66,79.46,2930,288,33.67,70,73,83,Brake System and Lubrication
12.35,77.05,2860,259,36.76,67,63,83,No Maintenance Required
12.3,83.44,2885,257,34.95,62,65,87,Tyres
12.76,80.36,2959,260,33.74,60,66,79,Motor and Tyres
12.44,76.23,2967,298,34.69,72,62,81,Brake System and Lubrication
12.88,84.22,3151,264,33.45,60,68,82,Brake System and Lubrication
12.21,82.73,3011,259,31.01,75,60,85,Tyres
12.38,75.03,3298,256,31.98,65,74,85,Battery
12.37,81.25,3157,275,33.0,74,75,90,Tyres
12.28,82.39,3049,258,33.21,63,72,83,Motor and Lubrication
12.62,84.82,3030,279,34.74,70,68,88,No Maintenance Required
12.4,80.86,2942,291,35.29,67,60,90,Motor and Tyres
12.67,82.46,3296,264,35.55,77,61,90,Motor and Lubrication
12.81,82.82,3010,263,34.38,69,63,80,Tyres and Lubrication
12.64,83.41,3193,283,31.91,74,64,80,Tyres
12.58,77.6,3151,255,31.48,61,75,85,Motor and Tyres
12.15,84.65,3290,300,33.42,77,75,86,Motor and Lubrication
12.5,77.43,3021,291,33.89,68,60,85,Tyres
12.84,83.2,3196,253,32.98,61,71,87,Tyres and Brake System
12.82,81.77,3038,253,36.85,66,63,90,Tyres and Brake System
12.71,84.73,2907,270,35.43,63,66,90,Battery
12.6,82.64,3129,270,36.1,75,68,86,Tyres and Lubrication
12.24,82.95,2859,268,34.03,71,70,82,Battery
12.22,76.86,2934,254,33.58,73,70,88,Battery
12.62,75.33,3016,293,34.0,78,66,80,Battery
12.43,78.63,2928,298,33.01,80,65,84,No Maintenance Required
12.45,78.76,2902,294,34.46,66,65,84,Battery
12.26,83.95,2860,266,30.66,79,62,88,Tyres
12.57,82.81,2937,283,34.12,77,64,88,Brake System and Lubrication
12.76,82.41,3009,267,32.64,75,68,81,Motor and Lubrication
12.85,79.08,3109,258,31.07,75,64,84,Motor and Lubrication
12.83,83.56,3067,297,33.72,63,61,81,Motor and Tyres
12.82,82.04,3163,257,33.07,60,71,82,Tyres
12.39,83.39,3203,268,32.51,70,66,83,Motor and Tyres
12.32,76.53,2850,271,31.12,74,67,79,Tyres
12.5,80.59,2971,259,34.73,63,75,88,Tyres
12.86,82.28,3003,251,33.16,63,73,90,Brake System and Lubrication
12.85,84.37,3054,282,32.42,75,73,82,Tyres and Brake System
12.38,80.82,3120,264,30.46,77,67,83,Tyres
12.77,79.08,3091,266,32.31,67,63,85,Brake System and Lubrication
12.76,77.48,3288,299,32.22,72,67,80,Brake System and Lubrication
12.78,84.72,3113,287,36.73,76,73,78,Tyres and Lubrication
12.78,79.56,2820,260,35.36,76,71,85,Battery
12.73,82.14,2874,256,33.02,76,66,86,Motor and Lubrication
12.21,80.4,2808,281,36.39,66,68,84,No Maintenance Required
12.85,79.1,3223,271,36.08,77,71,85,Brake System and Lubrication
12.1,77.19,2835,296,36.73,74,64,79,No Maintenance Required
12.89,80.5,3212,286,35.99,62,60,81,Motor and Lubrication
12.32,84.13,3253,253,34.78,69,74,81,Tyres
12.46,79.94,3153,283,36.03,62,64,87,No Maintenance Required
12.64,80.74,3277,298,32.35,65,70,87,Motor and Tyres
12.61,76.7,2889,294,35.52,80,61,87,Motor and Tyres
12.84,81.08,3083,270,32.88,76,71,82,Battery
12.74,81.0,2801,271,35.26,76,73,84,Motor and Tyres
12.47,83.62,3037,273,36.25,67,60,90,Tyres and Lubrication
12.19,79.74,3078,270,34.27,73,75,90,Brake System and Lubrication
12.18,79.94,3016,295,31.67,73,75,81,Tyres and Lubrication
12.22,81.0,3195,267,32.79,75,75,83,No Maintenance Required
12.73,82.64,3295,283,33.89,79,71,81,Motor and Tyres
12.26,81.28,3253,274,31.52,75,69,80,No Maintenance Required
12.26,77.08,3230,280,33.63,70,62,86,Brake System and Lubrication
12.35,80.09,3291,280,32.03,64,60,89,Tyres and Brake System
12.27,76.58,3147,266,32.02,68,64,82,Brake System and Lubrication
12.53,77.31,2884,291,31.31,63,65,81,Tyres
12.74,78.89,2803,260,31.46,61,61,89,Battery
12.27,82.89,2958,265,33.99,78,71,82,Brake System and Lubrication
12.49,84.55,3283,250,30.12,60,68,87,No Maintenance Required
12.14,75.94,2966,292,32.94,60,73,82,Tyres and Brake System
12.84,78.32,3212,255,33.83,61,71,82,Battery
12.15,83.49,3100,273,32.06,64,64,89,Tyres and Lubrication
12.18,75.23,2921,256,31.55,73,74,87,No Maintenance Required
12.51,77.77,3208,276,31.09,71,60,86,Motor and Lubrication
12.24,82.37,3219,284,34.97,77,73,86,Battery
12.87,77.83,3005,272,30.03,68,75,87,Motor and Lubrication
12.17,78.8,2868,264,31.01,77,74,84,Tyres and Brake System
12.57,81.92,2899,297,31.26,69,71,87,Motor and Lubrication
12.74,83.52,3107,265,34.69,80,65,80,Tyres and Brake System
12.27,84.52,3073,267,33.05,60,71,81,Battery
12.41,76.28,2891,298,32.67,71,62,81,Brake System and Lubrication
12.55,77.19,2861,284,36.38,69,73,89,No Maintenance Required
12.79,84.18,2942,269,30.76,76,66,86,Motor and Tyres
12.5,82.66,3003,285,32.66,65,64,83,Motor and Tyres
12.8,79.76,3015,275,33.5,72,66,81,Tyres and Brake System
12.47,77.53,3216,278,34.36,80,64,84,Tyres and Lubrication
12.16,79.75,2809,276,35.76,72,73,88,Tyres and Lubrication
12.61,82.02,2944,251,34.23,76,67,81,Motor and Lubrication
12.32,77.41,2928,285,36.51,60,71,87,Tyres
12.58,82.43,3149,292,30.08,71,68,81,Motor and Tyres
12.49,79.3,3016,263,36.17,65,72,80,Brake System and Lubrication
12.8,78.51,2921,295,32.39,62,70,80,Tyres and Brake System
12.52,83.92,2918,297,33.76,67,68,79,Tyres and Lubrication
12.4,84.38,3104,289,33.67,80,67,90,Tyres
12.12,78.05,3164,271,30.86,62,73,80,Battery
12.4,76.17,2940,294,36.6,66,73,86,Motor and Tyres
12.23,76.46,2803,272,30.63,76,62,79,Tyres and Brake System
12.3,80.43,2904,284,34.64,65,69,79,Motor and Tyres
12.51,79.15,2931,261,35.01,67,61,84,Tyres
12.78,76.35,3269,278,32.81,80,61,84,Battery
12.42,83.52,2942,258,31.46,60,60,86,Tyres and Lubrication
12.65,75.61,3079,264,35.26,60,61,89,Tyres and Brake System
12.48,75.66,3123,261,34.57,80,74,87,Tyres and Lubrication
12.86,82.94,3009,290,30.73,74,62,79,Motor and Lubrication
12.75,77.96,2995,283,35.29,65,64,82,Tyres and Brake System
12.89,83.35,2803,295,32.3,70,67,87,Motor and Tyres
12.49,78.93,3142,288,36.44,65,69,85,Tyres and Lubrication
12.29,80.28,2970,285,35.31,60,60,83,No Maintenance Required
12.76,79.6,2802,257,32.57,67,68,88,Tyres and Brake System
12.71,79.63,2900,274,35.43,68,63,85,Tyres
12.54,82.93,2877,257,35.86,73,75,85,Battery
12.45,77.76,3160,281,35.44,76,74,81,Motor and Lubrication
12.73,84.31,3264,291,34.77,68,62,81,Tyres and Lubrication
12.54,84.91,3101,299,32.55,78,71,82,Tyres
12.81,85.0,3243,293,36.5,63,67,85,Battery
12.86,76.53,3197,279,32.16,79,60,82,Tyres
12.15,76.61,3127,276,34.42,78,66,82,Tyres
12.2,83.76,2865,255,35.23,78,60,82,Battery
12.83,76.96,3003,284,35.98,76,74,80,Tyres and Lubrication
12.46,76.41,3221,270,32.2,76,75,85,Tyres and Lubrication
12.81,84.6,3113,268,30.87,64,65,83,No Maintenance Required
12.57,83.29,3188,253,33.78,76,71,89,No Maintenance Required
12.42,83.94,3178,254,30.2,67,75,78,Tyres and Lubrication
12.73,76.33,3178,278,36.44,78,62,82,Brake System and Lubrication
12.46,77.09,3046,260,36.78,67,65,88,Battery
12.56,78.59,3194,252,30.74,78,73,83,No Maintenance Required
12.5,78.72,2861,270,33.21,66,68,87,Motor and Lubrication
12.13,76.3,3035,256,36.64,77,65,80,Tyres and Brake System
12.55,84.58,2964,281,36.65,65,64,79,Motor and Tyres
12.57,83.65,3251,262,35.23,60,65,89,Tyres
12.37,83.13,3080,296,31.91,69,69,82,Brake System and Lubrication
12.25,76.21,3207,270,30.41,74,71,80,Battery
12.29,79.84,3240,267,33.61,62,68,83,Tyres
12.18,84.87,3011,290,35.14,71,64,83,Tyres
12.23,81.38,3161,270,30.46,80,70,79,Battery
12.41,75.65,2948,297,34.07,71,74,89,Battery
12.87,80.74,3113,270,32.52,77,70,88,No Maintenance Required
12.83,81.64,2964,270,31.36,73,65,81,Motor and Lubrication
12.52,82.66,3202,276,31.2,61,70,85,Motor and Tyres
12.87,78.37,3018,287,34.7,79,74,87,Tyres and Lubrication
12.86,76.46,2825,266,31.77,65,62,89,No Maintenance Required
12.73,76.97,3099,251,33.67,64,65,86,Tyres and Brake System
12.86,79.3,3089,267,34.45,69,72,80,Motor and Lubrication
12.69,76.81,3104,274,35.04,64,63,85,Tyres
12.71,75.56,3132,285,32.6,72,74,89,Motor and Tyres
12.64,83.9,2940,282,33.56,64,70,84,Tyres
12.13,77.51,2862,293,35.32,60,64,86,Tyres and Brake System
12.79,80.68,2907,282,32.82,66,73,84,Battery
12.81,80.23,2800,258,32.92,78,68,88,No Maintenance Required
12.85,77.87,2978,259,30.53,67,61,80,Tyres
12.41,77.39,2989,288,35.1,73,73,89,Tyres
12.54,77.28,3128,274,35.39,69,62,88,Tyres and Lubrication
12.52,83.08,3240,252,35.86,68,72,86,No Maintenance Required
12.44,82.95,3056,273,32.81,62,61,89,Brake System and Lubrication
12.83,77.63,3281,287,35.72,73,71,85,Tyres and Lubrication
12.9,78.3,3038,293,34.13,72,67,87,Motor and Tyres
12.74,80.17,2906,258,34.63,67,65,89,Motor and Lubrication
12.38,75.32,3261,293,30.03,69,71,86,Tyres
12.3,77.93,3184,296,30.56,62,64,84,Brake System and Lubrication
12.58,80.87,3018,289,36.11,67,60,83,Tyres
12.36,79.19,2958,286,33.6,74,72,80,No Maintenance Required
12.42,79.93,3253,277,30.49,60,61,83,Motor and Tyres
12.14,83.42,3180,265,32.58,68,72,80,Motor and Lubrication
12.44,78.51,2843,286,34.59,75,71,90,Brake System and Lubrication
12.58,82.39,3262,287,36.5,68,75,88,Motor and Tyres
12.21,75.71,3198,298,34.2,76,73,84,Motor and Tyres
12.37,84.63,2813,297,31.48,71,71,82,Motor and Lubrication
12.53,82.78,3265,266,34.4,63,75,90,No Maintenance Required
12.32,84.97,3003,261,32.12,67,63,90,Tyres
12.51,82.86,3139,298,34.1,60,61,89,Motor and Tyres
12.41,77.72,2815,293,32.24,67,61,78,Tyres
12.48,84.94,3157,284,34.4,79,70,85,Motor and Tyres
12.29,75.87,2855,296,36.5,80,74,88,Tyres and Lubrication
12.59,78.49,2916,257,30.19,76,65,79,No Maintenance Required
12.22,83.3,3254,254,34.75,79,63,81,Motor and Tyres
12.48,78.14,3178,287,34.14,68,75,79,Motor and Tyres
12.48,76.69,3297,256,33.0,73,60,87,No Maintenance Required
12.76,81.16,2819,269,34.17,63,75,87,Tyres and Brake System
12.88,77.97,2898,297,30.54,67,68,88,Tyres and Lubrication
12.8,82.21,3241,257,31.28,62,61,80,Tyres
12.67,76.36,3225,254,30.71,66,60,85,Motor and Tyres
12.4,82.69,3087,290,36.43,71,69,87,Tyres
12.12,77.63,2986,276,35.58,72,62,90,Tyres and Brake System
12.47,76.27,2863,287,30.94,67,60,82,Battery
12.62,80.78,3276,258,35.19,80,61,89,No Maintenance Required
12.28,83.78,2890,286,30.08,70,70,83,Motor and Lubrication
12.37,79.79,2952,255,31.54,75,75,83,Tyres and Brake System
12.9,81.65,3013,255,34.13,76,71,85,Motor and Tyres
12.29,81.1,3148,271,31.01,72,73,88,Brake System and Lubrication
12.82,82.91,2896,280,30.43,74,62,80,Battery
12.2,82.1,2920,281,36.85,75,68,84,Motor and Lubrication
12.48,81.81,3110,253,35.18,60,74,90,Tyres
12.44,78.42,3172,270,31.15,74,71,83,Motor and Lubrication
12.74,78.18,2959,252,35.07,61,72,82,Tyres and Lubrication
12.51,78.69,2822,278,36.75,68,74,82,Tyres and Brake System
12.21,81.79,3064,267,32.02,72,62,84,No Maintenance Required
12.42,77.56,2935,286,31.9,63,74,90,Tyres and Lubrication
12.74,81.12,2883,275,30.11,72,73,88,Motor and Lubrication
12.77,81.68,2923,292,32.11,74,63,82,Tyres
12.12,83.63,2853,284,30.6,66,74,89,No Maintenance Required
12.23,78.84,2935,277,34.12,61,63,86,Motor and Tyres
12.71,83.35,3207,269,36.67,73,68,87,Tyres and Lubrication
12.17,77.08,3020,285,33.04,63,67,83,Tyres and Brake System
12.34,76.23,3023,287,34.4,64,65,79,No Maintenance Required
12.64,81.79,3095,294,32.27,70,67,79,Tyres and Brake System
12.5,77.68,2897,296,32.71,71,63,87,Motor and Tyres
12.14,80.32,2838,256,33.88,62,71,79,Motor and Tyres
12.34,77.49,3145,273,31.85,74,63,80,No Maintenance Required
12.6,78.72,3133,268,34.25,69,63,86,Tyres and Brake System
12.24,83.22,3195,268,33.75,61,66,85,Tyres
12.73,77.27,2869,289,36.42,77,61,78,Tyres and Brake System
12.9,82.3,3249,300,36.92,67,66,90,Tyres and Lubrication
12.15,75.33,3115,259,30.4,61,62,82,Tyres and Lubrication
12.21,76.2,2909,300,31.55,74,66,86,Motor and Lubrication
12.4,77.21,2835,261,33.89,69,68,85,Battery
12.79,80.98,3010,254,30.94,80,71,87,Tyres
12.7,78.1,3003,298,30.9,80,74,88,Tyres and Brake System
12.34,81.24,3106,257,30.36,66,66,85,Tyres and Lubrication
12.86,83.66,3192,293,33.5,70,60,90,Battery
12.59,75.12,3263,276,31.29,61,63,85,Tyres and Brake System
12.51,81.71,3048,287,34.58,76,69,87,Motor and Lubrication
12.19,81.47,3208,261,35.76,66,63,85,Motor and Lubrication
12.86,83.82,3205,288,31.92,76,62,81,Tyres and Lubrication
12.6,80.48,3152,262,36.56,67,75,86,Brake System and Lubrication
12.38,79.35,3255,261,31.79,63,62,87,Tyres and Lubrication
12.44,84.44,3155,251,33.31,62,61,78,Brake System and Lubrication
12.2,84.71,2895,297,34.19,64,60,89,Motor and Lubrication
12.55,81.68,3034,288,31.7,72,65,84,Motor and Lubrication
12.82,75.5,2928,251,35.7,70,66,86,Brake System and Lubrication
12.36,84.84,2968,262,31.74,80,73,88,Tyres and Lubrication
12.2,78.67,3255,288,35.68,76,60,82,Tyres and Lubrication
12.81,83.74,2855,293,36.84,71,70,85,Tyres
12.14,82.36,3035,251,34.5,70,65,79,Brake System and Lubrication
12.27,77.72,3191,291,32.04,78,63,81,Motor and Tyres
12.7,76.83,3261,289,30.56,78,63,86,Motor and Lubrication
12.63,81.26,3108,283,32.94,68,72,84,Tyres and Lubrication
12.69,77.67,3127,260,30.13,65,66,89,No Maintenance Required
12.25,81.38,3252,280,30.56,68,65,80,Brake System and Lubrication
12.17,82.86,2829,283,34.4,69,64,89,Battery
12.68,83.53,3197,259,30.93,65,62,78,Tyres and Lubrication
12.43,84.05,3175,287,32.42,73,71,83,Battery
12.63,80.67,3228,292,34.93,67,64,80,Motor and Lubrication
12.61,79.57,3018,289,34.19,64,75,85,Tyres and Brake System
12.57,75.03,3011,270,30.73,73,68,86,Tyres and Lubrication
12.46,82.0,3093,258,36.41,63,60,89,Tyres and Brake System
12.31,80.1,3003,293,35.64,76,64,84,Motor and Tyres
12.68,77.98,3028,278,32.33,79,72,89,Tyres
12.18,82.05,2874,267,32.73,61,63,90,Motor and Lubrication
12.85,78.59,3064,289,30.06,67,63,83,Motor and Tyres
12.43,77.8,3256,274,34.13,60,75,81,Motor and Lubrication
12.41,76.9,2883,286,31.04,67,64,82,No Maintenance Required
12.14,81.84,3286,276,34.18,70,73,84,Motor and Tyres
12.7,80.16,3088,289,33.17,74,67,85,Tyres
12.7,81.75,3256,271,36.24,77,65,83,Tyres and Brake System
12.28,83.29,3109,271,34.48,76,74,89,Tyres and Brake System
12.66,83.32,3194,284,31.82,62,61,82,Motor and Tyres
12.87,75.13,3009,261,36.02,66,72,86,Tyres and Brake System
12.39,75.88,2836,270,36.29,77,75,89,Brake System and Lubrication
12.43,83.98,3010,250,34.33,75,64,78,Tyres
12.65,82.71,3220,289,32.93,68,63,84,Motor and Tyres
12.26,76.34,3085,271,35.95,75,73,88,Tyres and Brake System
12.9,78.86,2875,300,35.09,76,68,82,Tyres and Lubrication
12.84,80.09,2982,260,32.61,79,68,81,Motor and Tyres
